comment,compound,positive,negative,neutral,label
dia menepati janjimskipun dia tidak melatih timnas dia msih brada di indonesia tetap dukung timnas terima kasih coachkmi tetap merindukan,0.0,0.396,0.375,0.229,neutral
aku suka sty,0.7906,0.875,0.0,0.125,positive
balik lagi sty pliss Indonesia butuh kamuuu,-0.9432,0.0,0.778,0.222,negative
sampean nandi iki coach kok tidak ono nang pinggir lapangan,-0.9682,0.129,0.71,0.161,negative
kita nonton dari TV kita mendukungmu,-0.6124,0.0,0.444,0.556,negative
anak soleh,-0.6124,0.0,0.8,0.2,negative
selamat datang di era kegelapan indonesia,0.25,0.4,0.333,0.267,positive
di tinggal sty amburadul semua anjing,-0.9432,0.105,0.789,0.105,negative
saya sangat irih negaranegara lain yang dapatkan coach sty,-0.875,0.269,0.577,0.154,negative
kita belajar dari sini kak sty sudah mulai dari 0 tapi kalah sama orang baru,0.0,0.412,0.382,0.206,neutral
kokk kalahhbukannya indonesia menangg 31 maaf nanyaa,0.4588,0.333,0.0,0.667,positive
andai saja coach sty masih ada pasti sudah lolos pildun,0.7906,0.552,0.31,0.138,positive
masih menunggu kembalinya sty,-0.6124,0.0,0.571,0.429,negative
erick thohir anj,0.0,0.0,0.0,1.0,neutral
Gagal di era STY tidak semenyakitkan ini lohh,-0.9186,0.0,0.647,0.353,negative
Ingat tidak dulu bayk pemain di coret saat tidak disiplin dan tidak kuat stamina,-0.8402,0.386,0.5,0.114,negative
awal sty ngelatih saja ada yang ngehastag styout dan kasusnya sama seperti sekarangstop hina Patrick semuanya butuh proses menghina orang bisa membuat mereka down karena mereka butuhnya dukungan dan pujian bukan hinaan atau pun hujatantetap semangat Patrick Kluivert dan Alex pastoorSAYA BUKAN BUZZER,-0.9869,0.248,0.523,0.229,negative
usir towel,-0.7184,0.0,0.833,0.167,negative
coach mimpi ke wc sudah pupus i miss you coach,-0.7184,0.304,0.478,0.217,negative
coach kita gagal,-0.7184,0.0,0.714,0.286,negative
kata anak sty setelah sty di berhentikan tiba tiba kita lihat sejauh mana Indonesia melangkah di kualifikasi wordcup,0.25,0.259,0.222,0.519,positive
coach maaf kita gagal maaf sudah membuatmu kecewa tapi jasa mu tidak akan pernah kami lupa,0.6124,0.459,0.297,0.243,positive
sakit banget padahal harapan itu sudah dekat tetapi di hancurkan oleh orang baru,-0.4588,0.32,0.36,0.32,negative
Di depan mata saya sty ngalahi korea selatan tiba di sini hancur,-0.7906,0.0,0.412,0.588,negative
sakit hati melihat Indonesia gagal masuk piala dunia kecewa sedih jadi satu,-0.875,0.385,0.538,0.077,negative
gas you tube maestro music,-0.6124,0.2,0.5,0.3,negative
sebelumnya sesudah lihat video ini,0.6124,0.5,0.0,0.5,positive
pemain timnas lebih akrab sama sty daripada petric,0.7184,0.556,0.222,0.222,positive
dari awal dipecat sampai sekarang belum bisa move on dari coach shin,-0.4588,0.273,0.364,0.364,negative
Ramaikan tagar ComebackSTY,0.0,0.444,0.444,0.111,neutral
pelatih yang memajukan timnas indonesia menjadi pemain hebat ditangannya,-0.7906,0.2,0.5,0.3,negative
kasihan Lo sty sudah bawa Indonesia ke peringkat ke 16,0.9001,0.611,0.0,0.389,positive
Mampir ke akun si erik,-0.25,0.3,0.4,0.3,negative
kembalikan sty kembalikan lagi sty ke Indonesia,-0.6124,0.0,0.4,0.6,negative
orang tulus memang selalu disisihkan dinegeri inicontoh tokoh besar gusdur bj habibie,0.9517,0.625,0.0,0.375,positive
Coba masih STY yang jadi pelatih Timnas kita dengan skuat pemain kita yang sekarang pasti gacor kali itu Timnas kita,-0.8402,0.295,0.432,0.273,negative
walau kipernya ernando tetep menang di era sty,0.25,0.333,0.267,0.4,positive
macam ayah menyayangi anaknya iya setuju tidak sih,0.6124,0.476,0.286,0.238,positive
permainan bola terindah indonesia milik STY,0.8402,0.667,0.0,0.333,positive
kembalikan sty untuk rakyat Indonesia,0.0,0.0,0.0,1.0,neutral
pelatih yang benar melaksanakan tugas nya sepenuh hati luar biasa coach sty,0.0,0.433,0.4,0.167,neutral
nyesek seperti seperti ayah kandung,-0.8402,0.0,0.818,0.182,negative
Aduh aku menangis juga liatnya,-0.4588,0.385,0.462,0.154,negative
kots jangan pergi,-0.4588,0.286,0.571,0.143,negative
terima kasih kasih sudah jadi coac kamu adalah pelatih yang baik,0.9432,0.719,0.188,0.094,positive
saya sampai menangis sumpah,-0.6124,0.412,0.588,0.0,negative
anj lagunya,0.0,0.0,0.0,1.0,neutral
Demo PSSI,-0.6124,0.0,0.8,0.2,negative
era Erik tohir sudah di mulai,0.25,0.462,0.308,0.231,positive
Terakhir kali indonesia gagal masuk semifinal sea games adalah pada tahun 2009 lalu sekarang,-0.875,0.148,0.481,0.37,negative
coba kalau jens raven main dari awal,0.4588,0.529,0.353,0.118,positive
kita butuh sty,-0.7906,0.0,0.75,0.25,negative
mungkin yang sudah nyetel si raven kan mauro baru baru ini masuk,-0.8402,0.167,0.5,0.333,negative
kembali ke era kegelapan,0.0,0.0,0.0,1.0,neutral
belum masih ada harapan bisa kembali era dulu lagijika PSSI harus bersih semuany,-0.25,0.227,0.273,0.5,negative
saya iklas mereka sudah memberi yang terbaik,0.4588,0.52,0.4,0.08,positive
welcome timnas Indonesia yang sesungguhnya dimana kesulitan lawan tim asia Tenggara,-0.7906,0.353,0.5,0.147,negative
Coach bangun kita gagal ke pildun,-0.7184,0.0,0.5,0.5,negative
lihatlah sty timnas sekarang lalu tertawa kan mereka,0.9001,0.625,0.0,0.375,positive
gagal coach,-0.7184,0.0,0.833,0.167,negative
coach aku rindu era mu bner membngkitkan smngt,0.7184,0.5,0.0,0.5,positive
jarang ada pelatihh kayak Shin Taeyong,0.25,0.385,0.308,0.308,positive
Ahjussi14 Oktober 2025timnas butuh obat obatnya anda Ahjussi,-0.9517,0.0,0.75,0.25,negative
dari sini saja sudah menangis apalagi ada di dalem raungan itu,-0.9001,0.273,0.606,0.121,negative
coba ada arhan,0.8402,0.889,0.0,0.111,positive
jangan tinggalkan timnas sty,-0.8402,0.0,0.8,0.2,negative
pasti menang,0.875,1.0,0.0,0.0,positive
pak Erik sadarlah pak erik,-0.8402,0.0,0.727,0.273,negative
tidak mengerti sama pssi,0.0,0.5,0.429,0.071,neutral
yang setuju sty kembali ayo pakai pulang pergi foto sty,0.875,0.593,0.222,0.185,positive
SHIN TAE YONG tugasku hanya menyembuhkan sayapmu garudaentah siapa yang engkau ajak terbang itu hakmu pilihanmu,-0.9742,0.109,0.646,0.245,negative
di bangun oleh Alfred Ruedi di poles oleh Luis Milla di sempurnakan oleh STY di hancurkan oleh Patrick Kluivert,0.0,0.0,0.0,1.0,neutral
biasa saudara laki-laki pikir dia sudah di atas bawa shin tae yong balik lagi ke INDONESIA KALO MAU MASUK PIALA DUNIA ITU,-0.9186,0.341,0.508,0.15,negative
dari minus bahkan,-0.8402,0.0,0.889,0.111,negative
SHIN TAE YONG Tugasku hanya menyembuhkan sayapmu garuda entah siapa yang kamu ajak terbang itu hakmu dan pilihanmu,-0.971,0.106,0.602,0.292,negative
mau ganti pelatih berapa kali pun kita tidak bakal move dari taktik sty waktu di timnas,0.0,0.368,0.368,0.263,neutral
Dan iya kita sudah gagal pelatih STY pondasi yang kamu bangun telah roboh total sudah tidak ada lagi penyesalan mari lah kita rayakan kegagalan ini,-0.7906,0.344,0.422,0.234,negative
51 bre kekalahan terbesar sepanjang era belanda,0.0,0.0,0.0,1.0,neutral
1 kata buat Patrick 1 kata buat Erick Thohir,0.0,0.364,0.364,0.273,neutral
sumpahh sampai skrng saya masih belum terima coach Shin dipecat bukan karena antek tapi kenapa harus tiba tiba dan kenapa tidak ada kejelasan dari PSSI alasan coach Shin dipecat,-0.9719,0.206,0.508,0.286,negative
jikalau ada rencana untuk cut coach Shin Tae Yong harusnya biarkan dia bermain dan melatih anakanak nya di pildun ini karena perjuangannya lah yang membawa sampai ke titik ini dari minus ke jaya,-0.9524,0.253,0.466,0.281,negative
Dari shin tae yong kita belajar tidak semua orang lama pemenangnya,-0.9517,0.243,0.649,0.108,negative
definisi kacang lupa kulitnya,0.7184,0.75,0.0,0.25,positive
sejauh itu sty membawa timnas indonesia dan di buang begitu saja,-0.9001,0.0,0.579,0.421,negative
aku cewek tapi aku merasa PSSI tanpa Sty tidak ada apa,-0.4588,0.379,0.448,0.172,negative
jangan bersedih bapa kami masih merindukan kamu tolong balikin lagi jadih pelatih timnas indonesia plis bapa aku rinduh dengar suara bapa,0.9325,0.547,0.264,0.189,positive
hal yang membuat kita bahagia hanyalah sesaat,0.0,0.412,0.353,0.235,neutral
siapa bilang piala Asia gagal sudah lolos lebih dulu sebelum kualifikasi pildun,-0.25,0.407,0.37,0.222,negative
pssi buang Buang uang,-0.8402,0.0,0.8,0.2,negative
KoreaJp66x 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 dx19 V kali x12 kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 dx 19 V kali x12x37 kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 9 kali kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 X4 19x2 14x 32 dx19 V kali x12 kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 dx 19 V kali x12x37 kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 como saben 9 kali produce kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 dx19 V kali x12 kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x 32 dx 19 V kali x12x37 kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14x kenapa kali 79 kali kali 7 Entonces kali 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14x 49 dx V tapi 12 x4 19x2 14X 32 dx19 V kali x12 kenapa kali 79 kali kali 7 Entonces xrevengeance 1 kenapa kali 2 V 112 9x2 kali 7 2dx V 12 x418x 81 kali 14xj 49 dx V tapi 12 x4,-0.9958,0.0,0.159,0.841,negative
gayamu reng,0.0,0.0,0.0,1.0,neutral
Rizky Spoken,0.0,0.0,0.0,1.0,neutral
Aanandaa,0.0,0.0,0.0,1.0,neutral
UWAIS uwais,0.0,0.0,0.0,1.0,neutral
persijaeditz19 video kamu woi,0.0,0.0,0.0,1.0,neutral
Arya Sinulingga lihat ini el A1,0.0,0.333,0.333,0.333,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
menang indonesia 1 0,0.7184,0.833,0.0,0.167,positive
memang brapa brapa 1 0 bukan,0.25,0.455,0.364,0.182,positive
ah elah naturalisasi bukannya Jadi era emas bahkan jadi era kegelapan,-0.25,0.25,0.25,0.5,negative
demo kh,-0.6124,0.0,0.8,0.2,negative
Udah tidak nelpon lagi kah king,-0.9001,0.0,0.714,0.286,negative
kebanyakan naturalisasi prestasi 0 fakta,-0.25,0.333,0.444,0.222,negative
How are you dengan yang inggin shin out,-0.7906,0.0,0.462,0.538,negative
kembalikan shin tae yong,-0.7184,0.0,0.625,0.375,negative
footballedit28 kayak ada vt kamu sudah,0.7184,0.562,0.25,0.188,positive
erickthohir,0.0,0.0,0.0,1.0,neutral
persijaeditz19 ini vt kamu bng,0.0,0.0,0.0,1.0,neutral
Kalau iyah ngamuk lah mafia,-0.8402,0.0,0.727,0.273,negative
di beri harapan oleh coach shin di hancurkan oleh penjahat kelamin,-0.25,0.188,0.25,0.562,negative
padahal sudah sering di bilang ganti pelatih bukan solusi malah di ganti benar gagal kan,0.9584,0.643,0.214,0.143,positive
coach kami gagal ke panggung piala Dunia,-0.6124,0.167,0.417,0.417,negative
dia saja sudah membuat statement kayak begini tapi kenapa dipecat bahkan diganti petrik ada orang yang berhati tulus bahkan cari kepala botak,-0.8402,0.308,0.462,0.231,negative
ketulusan itu bernama Shin taeyong,0.4588,0.455,0.273,0.273,positive
saya merasa hilang dari pak sty,-0.7906,0.235,0.647,0.118,negative
dulu pas ada sty Indonesia selalu menang dan sekarang di saat sty pergi Indonesia selalu kalah buat timnas Indonesia selalu semangat jangan pantang menyerah walaupun gagal masih bisa untuk coba lagi semangat,0.25,0.403,0.364,0.234,positive
kalau sty tidak di pecat kemarin mungkin indonesia bisa lolos tu mengatikan astralia,-0.9719,0.0,0.724,0.276,negative
padahal tingal sedikit lagi,-0.875,0.0,0.818,0.182,negative
siap sekarang yang menyesal dulu ikut menyuarakan styout penyesalan itu selalu datang di akhir,-0.9186,0.242,0.545,0.212,negative
dapat pelatih yang hebat dan tulus bahkan di ganti sama temennya spongebob,0.9432,0.667,0.182,0.152,positive
dia orang tulis kelihatan dari sorot matanya,-0.9001,0.0,0.733,0.267,negative
kenapa sih sty dipecat,0.0,0.0,0.0,1.0,neutral
papa sty kamu tidak papa kan,-0.7906,0.0,0.545,0.455,negative
tapi kata kata itu terbawa angin yang sangat sangat jauh dan tidak bisa kembali dan kembali setelah yang bicara kembali,-0.975,0.163,0.612,0.224,negative
secepat ini waktu berlalu,-0.7906,0.0,0.667,0.333,negative
semoga STY tidak kecewa sama Indonesia soalnya sudah menang berturut turut bahkan di pecat semoga tidak menyesal STY karena di pecat,-0.9719,0.254,0.576,0.169,negative
saya mau menangis lihat ini,0.0,0.476,0.476,0.048,neutral
pgn menangis saya,-0.9001,0.0,0.909,0.091,negative
nyesakkkkk,0.0,0.0,0.0,1.0,neutral
memang federasi kacau pokoknya money money,0.7184,0.562,0.25,0.188,positive
Tapi sayangnya dia melatih timnas mulai dari peringkat 173 sampai 117 setelah Indonesia tinggi dia di buang begitu saja,-0.9001,0.268,0.488,0.244,negative
sty sudah lelah berjuang Indonesia untuk bermain piala dunia,0.9001,0.647,0.0,0.353,positive
jika saya bisa membawa Indonesia ke Piala dunia saya akan tinggal selama nya di Indonesia,-0.7184,0.174,0.348,0.478,negative
Kalaupun memang Ronde 4 dimainkan di Tanah Arab Maka Beliaulah yang Cocok jadi Pelatih nya,0.875,0.516,0.194,0.29,positive
sty,0.0,0.0,0.0,1.0,neutral
semogaa sty bisaaa kembalii,0.0,0.0,0.0,1.0,neutral
kembalikan sty ke timnas indoensia kembali,0.0,0.0,0.0,1.0,neutral
real definisi masa lalu itu pemenangnya,0.9325,0.8,0.15,0.05,positive
Bisa kok coach Coach tenang saja Nanti kalau Timnas dibawah kepelatihan Coach Patrick berhasil lolos ke Piala Dunia kita tidak akan lupa ada campur tangan Coach STY dan ada perjuangan Coach STY disana Jadi sekalipun bukan Coach yang jadi pelatih disaat Timnas lolos Piala Dunia Kita akan tetep menganggap Coach STY sebagai orang yang berperan penting dalam proses ini Semangat Coach,0.9186,0.436,0.321,0.243,positive
yaampunn setelah memabanga kan habis itu di campakkan,-0.6124,0.235,0.471,0.294,negative
Oppa,0.0,0.0,0.0,1.0,neutral
Thanks my supporter,0.7269,0.859,0.0,0.141,positive
99999M,0.0,0.0,0.0,1.0,neutral
seneng,0.7906,1.0,0.0,0.0,positive
belum saja kita masuk piala Dunia ia sudah pergi meninggalkan negri ini,-0.7906,0.296,0.481,0.222,negative
ajurr kabhh,0.0,0.0,0.0,1.0,neutral
Sinta iya ng kenapa bisa di pecat,-0.7906,0.0,0.5,0.5,negative
Perfect coach Sty,0.5719,0.649,0.0,0.351,positive
indonesia membutuh kan mu koc sin tay yong kami mohon kembali lagi jangan pergi,-0.7184,0.208,0.417,0.375,negative
kita tidak berharap instans paling tidak ditangan sty perubahan itu sedikit demi sedikit mendekati piala dunia,-0.9432,0.267,0.556,0.178,negative
kata kata anak sty terbukti kann pak Erick Thohir,-0.4588,0.235,0.471,0.294,negative
Era kegelapan SUDAH DIMULAI ayo kita nikmatin teman teman,0.9255,0.675,0.0,0.325,positive
akibat sombong kebpada Malaysia,-0.4588,0.25,0.5,0.25,negative
STY Masih enak jamanku tho,0.7906,0.6,0.0,0.4,positive
wasitnya tidak memberikan kesempatan lemparan,-0.7906,0.0,0.6,0.4,negative
respek sama pemain myanmar,0.0,0.4,0.4,0.2,neutral
kurang 1 gol lagi bisa menang tapi waktu tidak cukup,-0.9186,0.281,0.625,0.094,negative
Handyono Pajar Andik,0.0,0.0,0.0,1.0,neutral
Rafka Arsenio pakaya,0.0,0.0,0.0,1.0,neutral
mundo,0.0,0.0,0.0,1.0,neutral
Dinn,0.0,0.0,0.0,1.0,neutral
antiban Tarek cipi cipi capa capa Myanmar maju tapi rata,0.25,0.182,0.0,0.818,positive
STY,0.0,0.0,0.0,1.0,neutral
TELAT MASUKIN JEANS RAVEN INDRA ANCELOTTI,-0.7906,0.0,0.545,0.455,negative
ketum tidak benar bagaimana timnas mau benar juga,0.7184,0.545,0.273,0.182,positive
sudah lihat rekaman Shin tae yong di pecat yang asli,-0.8402,0.344,0.531,0.125,negative
dulu pas dilatih STY banyak pemain lokal yang di panggil untuk memperkuat timnas Indonesia dan sekarang cuma beberapa dan aku pendam cita cita untuk mem perkuat timnas kerana hanya sedikit pemain yang lokal dipanggil oleh kocha petrik Kuleveret,-0.975,0.195,0.481,0.325,negative
kelihatan timnas lebih bermental di era sty permainan sangat enak di pandang,0.9325,0.636,0.0,0.364,positive
Coach,0.0,0.0,0.0,1.0,neutral
Berharap sty kembali,0.7184,0.714,0.0,0.286,positive
pelatih yang membuat Timnas berjaya mulai dari nol namun setelah meraih kejayaan bersama timnas pssi bahkan memulangkannya support coach shint,0.9186,0.529,0.275,0.196,positive
wajar saja kalau dibilang tidak tahu terima kasih,0.4588,0.536,0.429,0.036,positive
cek pegeleh sarah,-0.7184,0.0,0.714,0.286,negative
sudah mau satu tahun saja ini setelah kepergian sesosok pria korea yang berada di pinggir lapangan sejak saat itulah saya sudah tidak tahu tentang timnas bukan fomo atau bagaimana tapi semenjak kepergian STY semuanya berubah,0.0,0.391,0.379,0.23,neutral
bukan dari nol tapi dari minus,-0.9682,0.0,0.952,0.048,negative
indonesia agak lain memang,0.0,0.417,0.417,0.167,neutral
Bang Met,0.0,0.0,0.0,1.0,neutral
cimittt,0.0,0.0,0.0,1.0,neutral
erickthohir noh lihat pak,0.6124,0.571,0.0,0.429,positive
Erick Thohir,0.0,0.0,0.0,1.0,neutral
hevyroar,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir main sosmed tidak,-0.6124,0.25,0.5,0.25,negative
calon taruna akpol Izzdnhbib,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
timnasindonesia mohon kembalikan coch Shin pliss,0.4588,0.375,0.0,0.625,positive
Ryll16,0.0,0.0,0.0,1.0,neutral
wargasetempat17,0.0,0.0,0.0,1.0,neutral
lihat ini wahai Bapak ketua PSSI dan MENPORA yang terhormat erickthohir jangan kecewakan rakyat Indonesia,-0.7906,0.154,0.385,0.462,negative
Evan muhammad syawal baY,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
pak erickthohir bagaimana pak,0.0,0.0,0.0,1.0,neutral
Tim yang jadi malas nonton timnas semenjak STY tidak ada Sini kumpul,-0.9584,0.2,0.629,0.171,negative
ini lah sosok yang akan membawa Indonesia ke pildun ingat pasti si nahkoda lama akan kembali lagi itu sudah pasti karena Indonesia akan lolos dengan pelatih yang bermata sipit dan kedisiplinan yang tegas,-0.975,0.244,0.5,0.256,negative
dia menjadi sosok seorang ayah bagi anak anaknya timnas,-0.7184,0.176,0.471,0.353,negative
waktu itu zaman sty tidak mau ketinggalan match setelah diganti cari tanggal mainnya saja malassty bisa membuat timnas berkembang karena dia anti suap dan tidak ada yang bisa komunikasi langsung dengan dia ketika ingin diminta manipulasi,-0.9882,0.237,0.57,0.194,negative
mau dari segi apa pun itu lah indonesia kalau deh seneng bahagia tercapai lupa dn di buang orng yang nemenin dn memperjuangkan nya dari 0,-0.875,0.366,0.507,0.127,negative
sebenarnya era STY itu bukan lagi dari 0 tapi dari Minus,-0.9584,0.161,0.742,0.097,negative
dia tidak diam ketika anak asuh nya merasa dicurangi malahan kartu merah dia dapat keren banget coach sty,-0.7906,0.356,0.467,0.178,negative
sedihh sekali,-0.25,0.0,0.667,0.333,negative
kelihatan siapa yang tulus ngelatih walaupun kdg blom bisa memberikan yang terbaik,0.0,0.406,0.375,0.219,neutral
Saat bersama dia kita hanya takut dengan rumput GBK yang bad condition dan wasit yang memimpin pertandingan untuk sekarang penggantinyalah yang menjadi ketakutan terbesar kita dalam mendukung tim kebanggan kita TIMNAS MILIK KITA BERSAMA BUKAN HANYA MILIK SEGELINTIR ORANG SAJA,-0.9918,0.232,0.567,0.201,negative
kembalikan sty,0.0,0.0,0.0,1.0,neutral
Tapi ada hama bung towell,0.25,0.417,0.333,0.25,positive
emosi kali gantii pelatihhh sebagusss iniii,0.6124,0.444,0.0,0.556,positive
STY Pelatih Yang Dirindukan yang benci dia cuma si erick si towel dan si justin,-0.9186,0.237,0.526,0.237,negative
